,StockCode,Description,UnitPrice
152,20768,GREEN FERN JOURNAL ,2.6455357142857134
153,20769,DAISY JOURNAL ,2.746764705882352
154,20770,ABSTRACT CIRCLE JOURNAL ,2.5002739726027405
155,20771,CHRYSANTHEMUM  JOURNAL,2.7631707317073158
156,20772,GARDEN PATH JOURNAL,2.74909090909091
157,20773,BLUE PAISLEY NOTEBOOK,1.6499999999999992
158,20774,GREEN FERN NOTEBOOK,1.6406666666666667
159,20774,damaged,0.0
160,20775,DAISY NOTEBOOK ,1.716923076923076
161,20777,CHRYSANTHEMUM NOTEBOOK,1.703
162,20778,GARDEN PATH NOTEBOOK ,1.6500000000000001
163,20780,BLACK EAR MUFF HEADPHONES,7.620333333333334
164,20781,GOLD EAR MUFF HEADPHONES,5.748620689655172
165,20782,CAMOUFLAGE EAR MUFF HEADPHONES,7.462142857142855
166,20785,FUSCHIA RETRO BAR STOOL,39.15
167,20793,BLUE TILED TRAY,6.75
168,20794,BLUE  TILE HOOK,3.5056666666666643
169,20795,LARGE BLUE PROVENCAL CERAMIC BALL,2.568461538461539
170,20796,SMALL BLUE PROVENCAL CERAMIC BALL,1.832222222222222
171,20798,CLEAR MILKSHAKE GLASS,2.025
172,20801,LARGE PINK GLASS SUNDAE DISH,1.5902380952380961
173,20802,SMALL GLASS SUNDAE DISH CLEAR,1.9141538461538488
174,20803,SMALL PINK GLASS SUNDAE DISH,1.0951162790697675
175,20803,damages,0.0
176,20816,GOLD FLOWER CUSHION COVER ,1.95
177,20818,GOLD TEDDY BEAR,5.54
178,20819,SILVER TEDDY BEAR,4.016666666666667
179,20820,SILVER LOOKING MIRROR,4.95
180,20821,GOLDIE LOOKING MIRROR,4.95
181,20823,GOLD WINE GOBLET,0.79
182,20826,SILVER APERITIF GLASS,0.8224999999999998
183,20827,GOLD APERITIF GLASS,0.39
184,20827,damages,0.0
185,20828,GLITTER BUTTERFLY CLIPS,3.1613599999999957
186,20829,GLITTER HANGING BUTTERFLY STRING,2.4361165048543754
187,20830,SILVER PHOTO FRAME,3.0186842105263136
188,20831,GOLD PHOTO FRAME,2.7379487179487167
189,20832,RED FLOCK LOVE HEART PHOTO FRAME,0.7396470588235298
190,20832,check,0.0
191,20835,FRENCH LATTICE CUSHION COVER ,2.10375
192,20836,FRENCH PAISLEY CUSHION COVER,0.83
193,20837,FRENCH FLORAL CUSHION COVER ,0.9713333333333334
194,20838,FRENCH LATTICE CUSHION COVER ,1.8596551724137933
195,20839,FRENCH PAISLEY CUSHION COVER ,2.385047619047616
196,20839,damages,0.0
197,20840,FRENCH FLORAL CUSHION COVER ,1.988815789473684
198,20840,damages,0.0
199,20845,ZINC HEART LATTICE 2 WALL PLANTER,6.3500000000000005
200,20846,ZINC HEART LATTICE T-LIGHT HOLDER,1.609444444444444
201,20847,ZINC HEART LATTICE CHARGER LARGE,4.592222222222222
202,20848,ZINC HEART LATTICE CHARGER SMALL,2.9499999999999997
203,20851,ZINC HEART LATTICE TRAY OVAL ,5.950000000000001
204,20854,BLUE PATCH PURSE PINK HEART,1.6839534883720937
205,20856,??,0.0
206,20856,DENIM PATCH PURSE PINK BUTTERFLY,1.67
207,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,1.6500000000000001
208,20860,GOLD COSMETICS BAG WITH BUTTERFLY,2.1
209,20861,GOLD COSMETIC BAG PINK STAR,2.1
210,20866,?,0.0
211,20866,BLUE ROSE FABRIC MIRROR,1.4814130434782602
212,20867,?,0.0
213,20867,PINK ROSE FABRIC MIRROR,1.350322580645161
214,20868,SILVER FABRIC MIRROR,0.7071739130434785
215,20869,GOLD FABRIC MIRROR,0.7160000000000004
216,20871,OPULENT VELVET SET/3 CANDLES,4.21
217,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,1.25
218,20886,BOX OF 9 PEBBLE CANDLES,2.4666037735849007
219,20892,SET/3 TALL GLASS CANDLE HOLDER PINK,21.24333333333333
220,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,3.005714285714284
221,20893,damages,0.0
222,20893,damages/display,0.0
223,20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,3.707333333333335
224,20897,VINTAGE NOTEBOOK PARIS DAYS,3.1638461538461535
225,20898,VINTAGE NOTEBOOK TRAVELOGUE,2.6560000000000006
226,20898,check,0.0
227,20901,VINTAGE KEEPSAKE BOX PINK FLOWER,4.652352941176471
228,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,6.9380357142857125
229,20902,check,0.0
230,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,5.576964285714284
231,20906,VINTAGE NOTEBOOK BEAUTY GIRL,2.95
232,20910,VINTAGE PHOTO ALBUM PARIS DAYS,6.349999999999999
233,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3.2712820512820175
234,20914,SET/5 RED SPOTTY LID GLASS BOWLS,2.55
235,20931,BLUE POT PLANT CANDLE ,4.982112676056333
236,20932,PINK POT PLANT CANDLE,4.582702702702702
237,20933,YELLOW POT PLANT CANDLE,3.1277777777777773
238,20934,SET/3 POT PLANT CANDLES,6.932222222222219
239,20935,ROUND CACTUS CANDLE,2.95
240,20936,FORKED CACTUS CANDLE,3.711714285714288
241,20941,FROG CANDLE,1.3699999999999999
242,20954,*USB Office Mirror Ball,8.47
243,20956,?,0.0
244,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1.7646666666666666
245,20956,check,0.0
246,20957,PORCELAIN HANGING BELL SMALL,1.45
247,20960,WATERMELON BATH SPONGE,2.49
248,20961,STRAWBERRY BATH SPONGE ,1.7867241379310324
249,20963,APPLE BATH SPONGE,1.8205579399141598
250,20964,POLYESTER FILLER PAD 60x40cm,2.55
251,20966,SANDWICH BATH SPONGE,1.9605154639175275
252,20967,Amazon Adjustment,0.0
253,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,4.110952380952381
254,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4.257909967845661
255,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4.188646616541355
256,20971,PINK BLUE FELT CRAFT TRINKET BOX,1.4162081784386622
257,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1.4215323854660367
258,20973,12 PENCIL SMALL TUBE WOODLAND,0.7859408602150548
259,20974,12 PENCILS SMALL TUBE SKULL,0.7504054054054067
260,20975,12 PENCILS SMALL TUBE RED RETROSPOT,0.735989304812836
261,20977,36 PENCILS TUBE WOODLAND,1.5036458333333333
262,20978,36 PENCILS TUBE SKULLS,1.6127407407407388
263,20979,36 PENCILS TUBE RED RETROSPOT,1.5691014492753614
264,20980,36 PENCILS TUBE POSY,1.0699999999999996
265,20981,12 PENCILS TALL TUBE WOODLAND,0.9605078124999962
266,20982,12 PENCILS TALL TUBE SKULLS,0.9542857142857106
267,20983,12 PENCILS TALL TUBE RED RETROSPOT,0.9310801393728192
268,20984,12 PENCILS TALL TUBE POSY,0.38388888888888884
269,20984,damaged,0.0
270,20984,found,0.0
271,20985,HEART CALCULATOR,1.625244755244756
272,20986,BLUE CALCULATOR RULER,1.5878813559322034
273,20992,JAZZ HEARTS PURSE NOTEBOOK,0.5452380952380926
274,20996,JAZZ HEARTS ADDRESS BOOK,0.31912663755458415
275,20997,ROSE DU SUD CUSHION COVER ,4.27470588235294
276,20998,ROSE DU SUD OVEN GLOVE,2.662318840579708
277,21000,ROSE DU SUD COSMETICS BAG,3.629245283018867
278,21001,ROSE DU SUD WASHBAG ,4.6452941176470555
279,21002,ROSE DU SUD DRAWSTRING BAG,3.3995454545454535
280,21003,ROSE DU SUD CUSHION COVER,5.887391304347824
281,21009,ETCHED GLASS STAR TREE DECORATION,1.25
282,21011,GLITTER SNOW PEAR TREE DECORATION,1.45
283,21012,ANTIQUE ALL GLASS CANDLESTICK,2.309113300492615
284,21014,SWISS CHALET TREE DECORATION ,0.6728455284552854
285,21014,check,0.0
286,21015,DARK BIRD HOUSE TREE DECORATION,0.6573793103448284
287,21018,BIRD BOX CHRISTMAS TREE DECORATION,1.087142857142857
288,21018,damaged,0.0
289,21025,SPACE FROG,1.5507142857142848
290,21026,SPACE OWL,1.543239436619717
291,21027,NINJA RABBIT PINK,1.1161363636363633
292,21028,NINJA RABBIT BLACK,1.5422413793103436
293,21030,SPACE CADET RED,1.191142857142857
294,21031,SPACE CADET BLACK,1.292
295,21032,SPACE CADET WHITE,1.3774193548387097
296,21033,JUMBO BAG CHARLIE AND LOLA TOYS,3.1945033112582872
297,21033,taig adjust no stock,0.0
298,21034,REX CASH+CARRY JUMBO SHOPPER,0.9500000000000157
299,21035,SET/2 RED RETROSPOT TEA TOWELS ,4.528709677419365
300,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,1.2399999999999993
301,21039,RED RETROSPOT SHOPPING BAG,3.075978260869571
302,21040,MODERN VINTAGE COTTON SHOPPING BAG,1.6699999999999995
303,21041,RED RETROSPOT OVEN GLOVE DOUBLE,4.359323308270694
304,21042,RED RETROSPOT APRON ,7.170142857142875
305,21043,APRON MODERN VINTAGE COTTON,2.9682417582417515
306,21051,RIBBONS PURSE ,2.0466666666666655
307,21051,found,0.0
308,21054,NURSE'S BAG SOFT TOY,9.226896551724133
309,21055,TOOL BOX SOFT TOY ,10.413611111111127
310,21056,DOCTOR'S BAG SOFT TOY,10.091621621621623
311,21058,PARTY INVITES WOODLAND,0.9683593749999979
312,21059,PARTY INVITES DINOSAURS,0.922421052631578
313,21060,PARTY INVITES BALLOON GIRL,0.9466197183098595
314,21061,PARTY INVITES FOOTBALL,1.0548192771084326
315,21062,PARTY INVITES SPACEMAN,0.857466666666667
316,21063,PARTY INVITES JAZZ HEARTS,0.932254901960783
317,21064,BOOM BOX SPEAKER BOYS,4.855233644859808
318,21065,BOOM BOX SPEAKER GIRLS,4.404148936170208
319,21066,VINTAGE RED MUG,1.523035714285714
320,21067,VINTAGE RED TEATIME MUG,1.7543902439024386
321,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1.6622277227722764
322,21069,VINTAGE BILLBOARD TEA MUG,1.7301136363636358
323,21070,VINTAGE BILLBOARD MUG ,1.6288990825688074
324,21071,VINTAGE BILLBOARD DRINK ME MUG,1.7045856353591158
325,21071,check,0.0
326,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1.2520754716981155
327,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,1.0903349753694656
328,21082,SET/20 FRUIT SALAD PAPER NAPKINS ,1.63
329,21082,found,0.0
330,21084,SET/6 COLLAGE PAPER CUPS,0.49940540540540396
331,21086,SET/6 RED SPOTTY PAPER CUPS,0.9575626423690152
332,21087,SET/6 POSIES PAPER CUPS,0.6024999999999999
333,21088,SET/6 FRUIT SALAD PAPER CUPS,0.4118269230769224
334,21089,SET/6 GREEN SPRING PAPER CUPS,0.2844000000000001
335,21089,damaged,0.0
336,21090,SET/6 COLLAGE PAPER PLATES,0.6347085201793716
337,21090,WET/MOULDY,0.0
338,21094,SET/6 RED SPOTTY PAPER PLATES,0.986033834586469
339,21095,SET/6 POSIES PAPER PLATES,0.9614285714285711
340,21096,SET/6 FRUIT SALAD  PAPER PLATES,0.5745714285714285
341,21098,CHRISTMAS TOILET ROLL,1.6763837638376369
342,21098,damages?,0.0
343,21098,had been put aside,0.0
344,21100,CHARLIE AND LOLA CHARLOTTE BAG,3.4099999999999993
345,21100,Damaged,0.0
346,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,3.811481481481481
347,21107,CREAM SLICE FLANNEL PINK SPOT ,3.8062376237623754
348,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2.3015925925925917
349,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,5.342844036697255
350,21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",10.16
351,21109,wet,0.0
352,21110,LARGE CAKE TOWEL PINK SPOTS,6.265985401459853
353,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",2.921354166666665
354,21112,SWISS ROLL TOWEL PINK  SPOTS,3.6412820512820523
355,21112,"SWISS ROLL TOWEL, PINK  SPOTS",2.497441860465116
356,21114,LAVENDER SCENTED FABRIC HEART,1.915972222222222
357,21115,ROSE CARAVAN DOORSTOP,7.439879518072303
358,21116,OWL DOORSTOP,6.558918918918922
359,21117,BLOND DOLL DOORSTOP,1.5735294117647058
360,21120,*Boombox Ipod Classic,16.98
361,21121,SET/10 RED POLKADOT PARTY CANDLES,1.368367346938775
362,21122,SET/10 PINK POLKADOT PARTY CANDLES,1.370251396648044
363,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1.1871250000000022
364,21124,SET/10 BLUE POLKADOT PARTY CANDLES,1.2969076305220881
365,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1.3170642201834863
366,21126,SET OF 6 GIRLS CELEBRATION CANDLES,1.334765625
367,21128,GOLD FISHING GNOME,10.019166666666662
368,21129,SILVER FISHING GNOME ,9.275714285714287
369,21131,GOLD STANDING GNOME,5.604999999999998
370,21132,SILVER STANDING GNOME   ,5.079090909090908
371,21135,VICTORIAN  METAL POSTCARD SPRING,1.8827956989247288
372,21135,sold as set on dotcom,0.0
373,21135,wet rusty,0.0
374,21136,PAINTED METAL PEARS ASSORTED,1.8044764397905895
375,21136,sold as set on dotcom,0.0
376,21137,BLACK RECORD COVER FRAME,4.204010416666677
377,21143,ANTIQUE GLASS HEART DECORATION ,2.4363414634146348
378,21144,PINK POODLE HANGING DECORATION ,2.3666666666666667
379,21145,ANTIQUE GLASS PLACE SETTING,1.25
380,21147,?,0.0
381,21147,JINGLE BELLS TREE DECORATION,2.046493506493504
382,21147,found,0.0
383,21154,RED RETROSPOT OVEN GLOVE ,1.938142548596113
384,21155,RED RETROSPOT PEG BAG,3.110889328063227
385,21156,RETROSPOT CHILDRENS APRON,2.364525745257459
386,21157,RED RETROSPOT WASHBAG,3.2714285714285696
387,21158,MOODY GIRL DOOR HANGER ,0.956055555555553
388,21159,MOODY BOY  DOOR HANGER ,1.0252000000000012
389,21159,damaged,0.0
390,21160,KEEP OUT GIRLS DOOR HANGER ,3.36
391,21161,KEEP OUT BOYS DOOR HANGER ,1.7760869565217405
392,21162,TOXIC AREA  DOOR HANGER ,0.9817575757575739
393,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1.0160583941605832
394,21164,HOME SWEET HOME METAL SIGN ,3.289024390243915
395,21165,BEWARE OF THE CAT METAL SIGN ,2.1538427947598437
396,21165,check,0.0
397,21166,?,0.0
398,21166,COOK WITH WINE METAL SIGN ,2.380040268456366
399,21167,WHITE SAGE INCENSE,0.3405882352941182
400,21169,YOU'RE CONFUSING ME METAL SIGN ,2.22901918976548
401,21171,BATHROOM METAL SIGN ,1.7678082191780844
402,21172,PARTY METAL SIGN ,2.009937759336114
403,21174,POTTERING IN THE SHED METAL SIGN,2.6916453382084162
404,21174,found,0.0
405,21175,GIN + TONIC DIET METAL SIGN,2.7371483870967532
406,21175,GIN AND TONIC DIET METAL SIGN,3.1483999999999996
407,21179,NO JUNK MAIL METAL SIGN,1.1929818181818117
408,21179,damaged,0.0
409,21181,PLEASE ONE PERSON METAL SIGN,2.418217142857118
410,21181,adjustment,0.0
411,21181,check,0.0
412,21181,dotcom,0.0
413,21181,on cargo order,0.0
414,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,3.36
415,21187,WHITE BELL HONEYCOMB PAPER GARLAND ,2.1110000000000024
416,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,3.834705882352939
417,21189,WHITE HONEYCOMB PAPER GARLAND ,2.5816438356164393
418,21190,PINK HEARTS PAPER GARLAND,1.5750000000000002
419,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,3.0664210526315765
420,21192,WHITE BELL HONEYCOMB PAPER ,2.4372826086956523
421,21192,check,0.0
422,21192,wrongly marked,0.0
423,21194,PINK  HONEYCOMB PAPER FAN,1.6395714285714313
424,21195,PINK  HONEYCOMB PAPER BALL ,2.8253086419753055
425,21196,ROUND WHITE CONFETTI IN TUBE,2.001428571428571
426,21197,MULTICOLOUR  CONFETTI IN TUBE,1.6203571428571422
427,21198,WHITE HEART CONFETTI IN TUBE,1.4367567567567576
428,21199,PINK  HEART CONFETTI IN TUBE,1.5732500000000016
429,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1.9658666666666684
430,21201,???,0.0
431,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,3.160285714285718
432,21202,DOLLY HONEYCOMB GARLAND,1.7484615384615378
433,21204,DAISIES  HONEYCOMB GARLAND ,1.9561176470588237
434,21205,MULTICOLOUR 3D BALLS GARLAND,2.798000000000003
435,21206,STRAWBERRY HONEYCOMB  GARLAND ,1.9170535714285728
436,21207,SKULL AND CROSSBONES  GARLAND ,1.6688059701492546
437,21208,PASTEL COLOUR HONEYCOMB FAN,1.2140449438202254
438,21209,MULTICOLOUR HONEYCOMB FAN,1.3479787234042564
439,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1.7786796536796616
440,21211,SET OF 72 SKULL PAPER  DOILIES,1.7333333333333307
441,21212,PACK OF 72 RETROSPOT CAKE CASES,0.7559855595667737
442,21213,PACK OF 72 SKULL CAKE CASES,0.7945722713864344
443,21215,IVORY PAPER CUP CAKE CASES ,0.9167187499999987
444,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",7.325412026726013
445,21217,RED RETROSPOT ROUND CAKE TINS,12.516022727272663
446,21218,RED SPOTTY BISCUIT TIN,5.847897310513436
447,21219,SET/4 BADGES BALLOON GIRL,1.4985555555555548
448,21220,SET/4 BADGES DOGS,1.5517777777777768
449,21221,SET/4 BADGES CUTE CREATURES,1.3612962962962956
450,21222,SET/4 BADGES BEETLES,1.567631578947367
451,21224,SET/4 SKULL BADGES,1.0951479289940849
452,21226,POCKET MIRROR WOODLAND,0.93
453,21228,"POCKET MIRROR ""GLAMOROUS""",1.25
454,21231,SWEETHEART CERAMIC TRINKET BOX,1.5490976058931873
455,21232,STRAWBERRY CERAMIC TRINKET BOX,1.6209610389610378
456,21232,STRAWBERRY CERAMIC TRINKET POT,1.7514179104477625
457,21238,RED RETROSPOT CUP,1.0641500000000033
458,21239,PINK  POLKADOT CUP,1.118338658146965
459,21240,BLUE POLKADOT CUP,1.1073053892215576
460,21242,RED RETROSPOT PLATE ,2.076720257234734
461,21243,PINK  POLKADOT PLATE ,2.126524064171124
462,21243,PINK POLKADOT PLATE ,2.1283999999999996
463,21244,BLUE POLKADOT PLATE ,2.0534500000000007
464,21245,GREEN POLKADOT PLATE ,2.0012977099236626
465,21246,RED RETROSPOT BIG BOWL,4.55897959183673
466,21246,damaged,0.0
467,21248,DOOR HANGER  MUM + DADS ROOM,1.8365671641791066
468,21249,WOODLAND  HEIGHT CHART STICKERS ,3.870336134453779
469,21250,SET OF SKULL WALL STICKERS,3.3560000000000008
470,21251,DINOSAUR HEIGHT CHART STICKER SET,3.5830434782608696
471,21253,SET OF PICTURE FRAME  STICKERS,5.002698412698412
