,CustomerID,Country
238,12625.0,Germany
239,12626.0,Germany
240,12627.0,Germany
241,12628.0,Germany
242,12630.0,Finland
243,12631.0,Finland
244,12633.0,Germany
245,12635.0,Germany
246,12637.0,France
247,12638.0,Sweden
248,12639.0,Sweden
249,12640.0,France
250,12641.0,Sweden
251,12642.0,Germany
252,12643.0,France
253,12644.0,Germany
254,12645.0,Germany
255,12646.0,USA
256,12647.0,Germany
257,12648.0,Germany
258,12649.0,Germany
259,12650.0,France
260,12651.0,France
261,12652.0,France
262,12653.0,Israel
263,12654.0,Germany
264,12656.0,France
265,12657.0,France
266,12658.0,Germany
267,12659.0,France
268,12660.0,France
269,12662.0,Germany
270,12664.0,Finland
271,12665.0,Germany
272,12666.0,Israel
273,12667.0,Finland
274,12668.0,Germany
275,12669.0,France
276,12670.0,France
277,12672.0,France
278,12673.0,Germany
279,12674.0,France
280,12676.0,Sweden
281,12678.0,France
282,12679.0,France
283,12680.0,France
284,12681.0,France
285,12682.0,France
286,12683.0,France
287,12684.0,France
288,12685.0,France
289,12686.0,France
290,12688.0,Israel
291,12689.0,France
292,12690.0,France
293,12691.0,France
294,12693.0,Germany
295,12694.0,France
296,12695.0,France
297,12697.0,Sweden
298,12700.0,France
299,12701.0,Germany
300,12702.0,Germany
301,12703.0,Germany
302,12704.0,Finland
303,12705.0,Germany
304,12707.0,France
305,12708.0,Germany
306,12709.0,Germany
307,12710.0,Germany
308,12712.0,Germany
309,12713.0,Germany
310,12714.0,France
311,12715.0,Sweden
312,12716.0,France
313,12717.0,Greece
314,12718.0,France
315,12719.0,France
316,12720.0,Germany
317,12721.0,France
318,12722.0,France
319,12723.0,France
320,12724.0,France
321,12725.0,Italy
322,12726.0,France
323,12727.0,France
324,12728.0,France
325,12729.0,France
326,12731.0,France
327,12732.0,France
328,12733.0,USA
329,12734.0,France
330,12735.0,France
331,12736.0,France
332,12738.0,Germany
333,12739.0,United Arab Emirates
334,12740.0,France
335,12743.0,Unspecified
336,12744.0,Singapore
337,12747.0,United Kingdom
338,12748.0,United Kingdom
339,12749.0,United Kingdom
340,12750.0,Poland
341,12752.0,Norway
342,12753.0,Japan
343,12754.0,Japan
344,12755.0,Japan
345,12756.0,Japan
346,12757.0,Portugal
347,12758.0,Portugal
348,12759.0,Netherlands
349,12762.0,Portugal
350,12763.0,Japan
351,12764.0,Lebanon
352,12766.0,Portugal
353,12769.0,Brazil
354,12770.0,Japan
355,12772.0,Portugal
356,12775.0,Netherlands
357,12778.0,Netherlands
358,12779.0,Poland
359,12781.0,Czech Republic
360,12782.0,Portugal
361,12783.0,Portugal
362,12784.0,Portugal
363,12785.0,Portugal
364,12787.0,Netherlands
365,12789.0,Netherlands
366,12790.0,Netherlands
367,12791.0,Netherlands
368,12792.0,Portugal
369,12793.0,Portugal
370,12794.0,Portugal
371,12795.0,Portugal
372,12797.0,Portugal
373,12798.0,Japan
374,12802.0,Netherlands
375,12808.0,Portugal
376,12809.0,Portugal
377,12811.0,Portugal
378,12812.0,Japan
379,12814.0,Poland
380,12815.0,Poland
381,12816.0,Poland
382,12817.0,Austria
383,12818.0,Austria
384,12820.0,United Kingdom
385,12821.0,United Kingdom
386,12822.0,United Kingdom
387,12823.0,United Kingdom
388,12824.0,United Kingdom
389,12826.0,United Kingdom
390,12827.0,United Kingdom
391,12828.0,United Kingdom
392,12829.0,United Kingdom
393,12830.0,United Kingdom
394,12831.0,United Kingdom
395,12832.0,United Kingdom
396,12833.0,United Kingdom
397,12834.0,United Kingdom
398,12836.0,United Kingdom
399,12837.0,United Kingdom
400,12838.0,United Kingdom
401,12839.0,United Kingdom
402,12840.0,United Kingdom
403,12841.0,United Kingdom
404,12842.0,United Kingdom
405,12843.0,United Kingdom
406,12844.0,United Kingdom
407,12845.0,United Kingdom
408,12847.0,United Kingdom
409,12849.0,United Kingdom
410,12851.0,United Kingdom
411,12852.0,United Kingdom
412,12853.0,United Kingdom
413,12854.0,United Kingdom
414,12855.0,United Kingdom
415,12856.0,United Kingdom
416,12857.0,United Kingdom
417,12863.0,United Kingdom
418,12864.0,United Kingdom
419,12865.0,Austria
420,12866.0,Belgium
421,12867.0,United Kingdom
422,12868.0,United Kingdom
423,12870.0,United Kingdom
424,12871.0,United Kingdom
425,12872.0,United Kingdom
426,12873.0,United Kingdom
427,12875.0,United Kingdom
428,12876.0,Belgium
429,12877.0,United Kingdom
430,12878.0,United Kingdom
431,12879.0,United Kingdom
432,12881.0,United Kingdom
433,12882.0,United Kingdom
434,12883.0,United Kingdom
435,12884.0,United Kingdom
436,12885.0,United Kingdom
437,12886.0,United Kingdom
438,12888.0,United Kingdom
439,12890.0,United Kingdom
440,12891.0,United Kingdom
441,12893.0,United Kingdom
442,12895.0,United Kingdom
443,12897.0,United Kingdom
444,12901.0,United Kingdom
445,12902.0,United Kingdom
446,12904.0,United Kingdom
447,12906.0,United Kingdom
448,12908.0,United Kingdom
449,12909.0,United Kingdom
450,12910.0,United Kingdom
451,12912.0,United Kingdom
452,12913.0,United Kingdom
453,12915.0,United Kingdom
454,12916.0,United Kingdom
455,12917.0,United Kingdom
456,12919.0,United Kingdom
457,12920.0,United Kingdom
458,12921.0,United Kingdom
459,12922.0,United Kingdom
460,12923.0,United Kingdom
461,12924.0,United Kingdom
462,12925.0,United Kingdom
463,12928.0,United Kingdom
464,12929.0,United Kingdom
465,12930.0,United Kingdom
466,12931.0,United Kingdom
467,12933.0,United Kingdom
468,12935.0,United Kingdom
469,12936.0,United Kingdom
470,12937.0,United Kingdom
471,12938.0,United Kingdom
472,12939.0,United Kingdom
473,12940.0,United Kingdom
474,12942.0,United Kingdom
475,12943.0,United Kingdom
476,12944.0,United Kingdom
477,12945.0,United Kingdom
478,12947.0,United Kingdom
479,12948.0,United Kingdom
480,12949.0,United Kingdom
481,12950.0,United Kingdom
482,12951.0,United Kingdom
483,12952.0,United Kingdom
484,12953.0,United Kingdom
485,12955.0,United Kingdom
486,12956.0,United Kingdom
487,12957.0,United Kingdom
488,12962.0,United Kingdom
489,12963.0,United Kingdom
490,12965.0,United Kingdom
491,12966.0,United Kingdom
492,12967.0,United Kingdom
493,12968.0,United Kingdom
494,12970.0,United Kingdom
495,12971.0,United Kingdom
496,12974.0,United Kingdom
497,12976.0,United Kingdom
498,12977.0,United Kingdom
499,12980.0,United Kingdom
500,12981.0,United Kingdom
501,12982.0,United Kingdom
502,12984.0,United Kingdom
503,12985.0,United Kingdom
504,12987.0,United Kingdom
505,12988.0,United Kingdom
506,12989.0,United Kingdom
507,12990.0,United Kingdom
508,12991.0,United Kingdom
509,12993.0,United Kingdom
510,12994.0,United Kingdom
511,12995.0,United Kingdom
512,12997.0,United Kingdom
513,12999.0,United Kingdom
514,13000.0,United Kingdom
515,13001.0,United Kingdom
516,13002.0,United Kingdom
517,13003.0,United Kingdom
518,13004.0,United Kingdom
519,13005.0,United Kingdom
520,13006.0,United Kingdom
521,13008.0,United Kingdom
522,13011.0,United Kingdom
523,13012.0,United Kingdom
524,13013.0,United Kingdom
525,13014.0,United Kingdom
526,13015.0,United Kingdom
527,13016.0,United Kingdom
528,13017.0,United Kingdom
529,13018.0,United Kingdom
530,13021.0,United Kingdom
531,13023.0,United Kingdom
532,13026.0,United Kingdom
533,13027.0,United Kingdom
534,13028.0,United Kingdom
535,13029.0,United Kingdom
536,13030.0,United Kingdom
537,13032.0,United Kingdom
538,13033.0,United Kingdom
539,13034.0,United Kingdom
540,13035.0,United Kingdom
541,13037.0,United Kingdom
542,13038.0,United Kingdom
543,13040.0,United Kingdom
544,13043.0,United Kingdom
545,13044.0,United Kingdom
546,13045.0,United Kingdom
547,13046.0,United Kingdom
548,13047.0,United Kingdom
549,13048.0,United Kingdom
550,13049.0,United Kingdom
551,13050.0,United Kingdom
552,13052.0,United Kingdom
553,13055.0,United Kingdom
554,13058.0,United Kingdom
555,13059.0,United Kingdom
556,13060.0,United Kingdom
557,13061.0,United Kingdom
558,13062.0,United Kingdom
559,13064.0,United Kingdom
560,13065.0,United Kingdom
561,13066.0,United Kingdom
562,13067.0,United Kingdom
563,13068.0,United Kingdom
564,13069.0,United Kingdom
565,13070.0,United Kingdom
566,13072.0,United Kingdom
567,13075.0,United Kingdom
568,13077.0,United Kingdom
569,13078.0,United Kingdom
570,13079.0,United Kingdom
571,13080.0,United Kingdom
572,13081.0,United Kingdom
573,13082.0,United Kingdom
574,13083.0,United Kingdom
575,13085.0,United Kingdom
576,13089.0,United Kingdom
577,13090.0,United Kingdom
578,13091.0,United Kingdom
579,13092.0,United Kingdom
580,13093.0,United Kingdom
581,13094.0,United Kingdom
582,13095.0,United Kingdom
583,13097.0,United Kingdom
584,13098.0,United Kingdom
585,13099.0,United Kingdom
586,13101.0,United Kingdom
587,13102.0,United Kingdom
588,13103.0,United Kingdom
589,13104.0,United Kingdom
590,13106.0,United Kingdom
591,13107.0,United Kingdom
592,13108.0,United Kingdom
593,13109.0,United Kingdom
594,13110.0,United Kingdom
595,13113.0,United Kingdom
596,13115.0,United Kingdom
597,13116.0,United Kingdom
598,13117.0,United Kingdom
599,13118.0,United Kingdom
600,13120.0,United Kingdom
601,13121.0,United Kingdom
602,13122.0,United Kingdom
603,13124.0,United Kingdom
604,13126.0,United Kingdom
605,13127.0,United Kingdom
606,13130.0,United Kingdom
607,13131.0,United Kingdom
608,13132.0,United Kingdom
609,13133.0,United Kingdom
610,13134.0,United Kingdom
611,13135.0,United Kingdom
612,13136.0,United Kingdom
613,13137.0,United Kingdom
614,13138.0,United Kingdom
615,13139.0,United Kingdom
616,13140.0,United Kingdom
617,13141.0,United Kingdom
618,13142.0,United Kingdom
619,13144.0,United Kingdom
620,13145.0,United Kingdom
621,13146.0,United Kingdom
622,13147.0,United Kingdom
623,13148.0,United Kingdom
624,13149.0,United Kingdom
625,13151.0,United Kingdom
626,13153.0,United Kingdom
627,13154.0,United Kingdom
628,13155.0,United Kingdom
629,13157.0,United Kingdom
630,13158.0,United Kingdom
631,13159.0,United Kingdom
632,13160.0,United Kingdom
633,13161.0,United Kingdom
634,13162.0,United Kingdom
635,13165.0,United Kingdom
636,13166.0,United Kingdom
637,13167.0,United Kingdom
638,13168.0,United Kingdom
639,13169.0,United Kingdom
640,13170.0,United Kingdom
641,13171.0,United Kingdom
642,13173.0,United Kingdom
643,13174.0,United Kingdom
644,13176.0,United Kingdom
645,13177.0,United Kingdom
646,13178.0,United Kingdom
647,13182.0,United Kingdom
648,13183.0,United Kingdom
649,13184.0,United Kingdom
650,13185.0,United Kingdom
651,13186.0,United Kingdom
652,13187.0,United Kingdom
653,13188.0,United Kingdom
654,13189.0,United Kingdom
655,13192.0,United Kingdom
656,13193.0,United Kingdom
657,13194.0,United Kingdom
658,13196.0,United Kingdom
659,13198.0,United Kingdom
660,13199.0,United Kingdom
661,13200.0,United Kingdom
662,13203.0,United Kingdom
663,13207.0,United Kingdom
664,13208.0,United Kingdom
665,13209.0,United Kingdom
666,13210.0,United Kingdom
667,13211.0,United Kingdom
668,13212.0,United Kingdom
669,13213.0,United Kingdom
670,13216.0,United Kingdom
671,13217.0,United Kingdom
672,13218.0,United Kingdom
673,13220.0,United Kingdom
674,13221.0,United Kingdom
675,13223.0,United Kingdom
676,13224.0,United Kingdom
677,13225.0,United Kingdom
678,13226.0,United Kingdom
679,13227.0,United Kingdom
680,13228.0,United Kingdom
681,13229.0,United Kingdom
682,13230.0,United Kingdom
683,13232.0,United Kingdom
684,13233.0,United Kingdom
685,13235.0,United Kingdom
686,13236.0,United Kingdom
687,13238.0,United Kingdom
688,13239.0,United Kingdom
689,13240.0,United Kingdom
690,13242.0,United Kingdom
691,13243.0,United Kingdom
692,13244.0,United Kingdom
693,13245.0,United Kingdom
694,13246.0,United Kingdom
695,13247.0,United Kingdom
696,13248.0,United Kingdom
697,13249.0,United Kingdom
698,13253.0,United Kingdom
699,13255.0,United Kingdom
700,13256.0,United Kingdom
701,13258.0,United Kingdom
702,13259.0,United Kingdom
703,13260.0,United Kingdom
704,13261.0,United Kingdom
705,13262.0,United Kingdom
706,13263.0,United Kingdom
707,13265.0,United Kingdom
708,13266.0,United Kingdom
709,13267.0,United Kingdom
710,13268.0,United Kingdom
711,13269.0,United Kingdom
712,13270.0,United Kingdom
713,13271.0,United Kingdom
714,13272.0,United Kingdom
715,13273.0,United Kingdom
716,13276.0,United Kingdom
717,13277.0,United Kingdom
718,13278.0,United Kingdom
719,13279.0,United Kingdom
720,13280.0,United Kingdom
721,13282.0,United Kingdom
722,13283.0,United Kingdom
723,13284.0,United Kingdom
724,13285.0,United Kingdom
725,13291.0,United Kingdom
726,13292.0,United Kingdom
727,13294.0,United Kingdom
728,13295.0,United Kingdom
729,13296.0,United Kingdom
730,13297.0,United Kingdom
731,13298.0,United Kingdom
732,13299.0,United Kingdom
733,13300.0,United Kingdom
734,13301.0,United Kingdom
735,13302.0,United Kingdom
736,13304.0,United Kingdom
737,13305.0,United Kingdom
738,13307.0,United Kingdom
739,13308.0,United Kingdom
740,13309.0,United Kingdom
741,13310.0,United Kingdom
742,13311.0,United Kingdom
743,13313.0,United Kingdom
744,13314.0,United Kingdom
745,13316.0,United Kingdom
746,13317.0,United Kingdom
747,13318.0,United Kingdom
748,13319.0,United Kingdom
749,13320.0,United Kingdom
750,13321.0,United Kingdom
751,13322.0,United Kingdom
752,13323.0,United Kingdom
753,13324.0,United Kingdom
754,13325.0,United Kingdom
755,13327.0,United Kingdom
756,13328.0,United Kingdom
757,13329.0,United Kingdom
758,13330.0,United Kingdom
759,13332.0,United Kingdom
760,13334.0,United Kingdom
761,13336.0,United Kingdom
762,13338.0,United Kingdom
763,13339.0,United Kingdom
764,13340.0,United Kingdom
765,13341.0,United Kingdom
766,13343.0,United Kingdom
767,13344.0,United Kingdom
768,13345.0,United Kingdom
769,13347.0,United Kingdom
770,13348.0,United Kingdom
771,13349.0,United Kingdom
772,13350.0,United Kingdom
773,13351.0,United Kingdom
774,13352.0,United Kingdom
775,13354.0,United Kingdom
776,13355.0,United Kingdom
777,13356.0,United Kingdom
778,13357.0,United Kingdom
779,13358.0,United Kingdom
780,13359.0,United Kingdom
781,13362.0,United Kingdom
782,13363.0,United Kingdom
783,13364.0,United Kingdom
784,13365.0,United Kingdom
785,13366.0,United Kingdom
786,13368.0,United Kingdom
787,13369.0,United Kingdom
788,13370.0,United Kingdom
789,13372.0,United Kingdom
790,13373.0,United Kingdom
791,13375.0,United Kingdom
792,13376.0,United Kingdom
793,13379.0,United Kingdom
794,13381.0,United Kingdom
795,13382.0,United Kingdom
796,13384.0,United Kingdom
797,13385.0,United Kingdom
798,13388.0,United Kingdom
799,13389.0,United Kingdom
800,13390.0,United Kingdom
801,13391.0,United Kingdom
802,13394.0,United Kingdom
803,13395.0,United Kingdom
804,13396.0,United Kingdom
805,13397.0,United Kingdom
806,13398.0,United Kingdom
807,13402.0,United Kingdom
808,13403.0,United Kingdom
809,13404.0,United Kingdom
810,13405.0,United Kingdom
811,13408.0,United Kingdom
812,13410.0,United Kingdom
813,13411.0,United Kingdom
814,13414.0,United Kingdom
815,13416.0,United Kingdom
816,13417.0,United Kingdom
817,13418.0,United Kingdom
818,13419.0,United Kingdom
819,13420.0,United Kingdom
820,13421.0,United Kingdom
821,13422.0,United Kingdom
822,13425.0,United Kingdom
823,13426.0,United Kingdom
824,13427.0,United Kingdom
825,13428.0,United Kingdom
826,13429.0,United Kingdom
827,13430.0,United Kingdom
828,13431.0,United Kingdom
829,13434.0,United Kingdom
830,13435.0,United Kingdom
831,13436.0,United Kingdom
832,13437.0,United Kingdom
833,13439.0,United Kingdom
834,13441.0,United Kingdom
835,13447.0,United Kingdom
836,13448.0,United Kingdom
837,13449.0,United Kingdom
838,13450.0,United Kingdom
839,13451.0,United Kingdom
840,13452.0,United Kingdom
841,13453.0,United Kingdom
842,13455.0,United Kingdom
843,13456.0,United Kingdom
844,13458.0,United Kingdom
845,13460.0,United Kingdom
846,13461.0,United Kingdom
847,13462.0,United Kingdom
848,13464.0,United Kingdom
849,13466.0,United Kingdom
850,13467.0,United Kingdom
851,13468.0,United Kingdom
852,13470.0,United Kingdom
853,13471.0,United Kingdom
854,13473.0,United Kingdom
855,13474.0,United Kingdom
856,13475.0,United Kingdom
857,13476.0,United Kingdom
858,13477.0,United Kingdom
859,13479.0,United Kingdom
860,13481.0,United Kingdom
861,13482.0,United Kingdom
862,13483.0,United Kingdom
863,13484.0,United Kingdom
864,13485.0,United Kingdom
865,13486.0,United Kingdom
866,13487.0,United Kingdom
867,13488.0,United Kingdom
868,13489.0,United Kingdom
869,13491.0,United Kingdom
870,13492.0,Switzerland
871,13493.0,Switzerland
872,13494.0,United Kingdom
873,13495.0,United Kingdom
874,13496.0,United Kingdom
875,13497.0,United Kingdom
876,13499.0,United Kingdom
877,13500.0,United Kingdom
878,13501.0,Switzerland
879,13502.0,United Kingdom
880,13503.0,United Kingdom
881,13504.0,United Kingdom
882,13505.0,Switzerland
883,13506.0,United Kingdom
884,13507.0,United Kingdom
885,13508.0,United Kingdom
886,13509.0,United Kingdom
887,13510.0,United Kingdom
888,13512.0,United Kingdom
889,13513.0,United Kingdom
890,13514.0,United Kingdom
891,13515.0,United Kingdom
892,13516.0,United Kingdom
893,13517.0,United Kingdom
894,13518.0,United Kingdom
895,13519.0,United Kingdom
896,13520.0,Switzerland
897,13521.0,United Kingdom
898,13522.0,United Kingdom
899,13523.0,United Kingdom
900,13524.0,United Kingdom
901,13525.0,United Kingdom
902,13527.0,United Kingdom
903,13529.0,United Kingdom
904,13531.0,United Kingdom
905,13532.0,United Kingdom
906,13533.0,United Kingdom
907,13534.0,United Kingdom
908,13536.0,United Kingdom
909,13538.0,United Kingdom
910,13539.0,United Kingdom
911,13544.0,United Kingdom
912,13546.0,United Kingdom
913,13548.0,United Kingdom
914,13549.0,United Kingdom
915,13551.0,United Kingdom
916,13552.0,United Kingdom
917,13555.0,United Kingdom
918,13557.0,United Kingdom
919,13558.0,United Kingdom
920,13560.0,United Kingdom
921,13561.0,United Kingdom
922,13562.0,United Kingdom
923,13563.0,United Kingdom
924,13564.0,United Kingdom
925,13565.0,United Kingdom
926,13566.0,United Kingdom
927,13568.0,United Kingdom
928,13569.0,United Kingdom
929,13570.0,United Kingdom
930,13571.0,United Kingdom
931,13572.0,United Kingdom
932,13573.0,United Kingdom
933,13575.0,United Kingdom
934,13576.0,United Kingdom
935,13577.0,United Kingdom
936,13579.0,United Kingdom
937,13581.0,United Kingdom
938,13583.0,United Kingdom
939,13584.0,United Kingdom
940,13587.0,United Kingdom
941,13588.0,United Kingdom
942,13589.0,United Kingdom
943,13590.0,United Kingdom
944,13591.0,United Kingdom
945,13592.0,United Kingdom
946,13593.0,United Kingdom
947,13594.0,United Kingdom
948,13596.0,United Kingdom
949,13598.0,United Kingdom
950,13599.0,United Kingdom
951,13600.0,United Kingdom
952,13601.0,United Kingdom
953,13602.0,United Kingdom
954,13603.0,United Kingdom
955,13606.0,United Kingdom
956,13607.0,United Kingdom
957,13610.0,United Kingdom
958,13611.0,United Kingdom
959,13614.0,United Kingdom
960,13615.0,United Kingdom
961,13617.0,United Kingdom
962,13618.0,United Kingdom
963,13621.0,United Kingdom
964,13623.0,United Kingdom
965,13626.0,United Kingdom
966,13627.0,United Kingdom
967,13629.0,United Kingdom
968,13630.0,United Kingdom
969,13631.0,United Kingdom
970,13632.0,United Kingdom
971,13634.0,United Kingdom
972,13635.0,United Kingdom
973,13636.0,United Kingdom
974,13637.0,United Kingdom
975,13638.0,United Kingdom
976,13639.0,United Kingdom
977,13642.0,United Kingdom
978,13643.0,United Kingdom
979,13644.0,United Kingdom
980,13645.0,United Kingdom
981,13647.0,United Kingdom
982,13649.0,United Kingdom
983,13650.0,United Kingdom
984,13651.0,United Kingdom
985,13652.0,United Kingdom
986,13654.0,United Kingdom
987,13655.0,United Kingdom
988,13656.0,United Kingdom
989,13657.0,United Kingdom
990,13658.0,United Kingdom
991,13659.0,United Kingdom
992,13662.0,United Kingdom
993,13663.0,United Kingdom
994,13666.0,United Kingdom
995,13667.0,United Kingdom
996,13668.0,United Kingdom
997,13669.0,United Kingdom
998,13670.0,United Kingdom
999,13672.0,United Kingdom
1000,13673.0,United Kingdom
1001,13675.0,United Kingdom
1002,13678.0,United Kingdom
1003,13680.0,United Kingdom
1004,13681.0,United Kingdom
1005,13682.0,United Kingdom
1006,13684.0,United Kingdom
1007,13685.0,United Kingdom
1008,13686.0,United Kingdom
1009,13689.0,United Kingdom
1010,13690.0,United Kingdom
1011,13692.0,United Kingdom
1012,13693.0,United Kingdom
1013,13694.0,United Kingdom
1014,13695.0,United Kingdom
1015,13697.0,United Kingdom
1016,13699.0,United Kingdom
1017,13700.0,United Kingdom
1018,13703.0,United Kingdom
1019,13704.0,United Kingdom
1020,13705.0,United Kingdom
1021,13706.0,United Kingdom
1022,13707.0,United Kingdom
1023,13708.0,United Kingdom
1024,13709.0,United Kingdom
1025,13710.0,United Kingdom
1026,13711.0,United Kingdom
1027,13712.0,United Kingdom
1028,13715.0,United Kingdom
1029,13716.0,United Kingdom
1030,13717.0,United Kingdom
1031,13718.0,United Kingdom
1032,13719.0,United Kingdom
1033,13720.0,United Kingdom
1034,13721.0,United Kingdom
1035,13722.0,United Kingdom
1036,13723.0,United Kingdom
1037,13725.0,United Kingdom
1038,13726.0,United Kingdom
1039,13727.0,United Kingdom
1040,13728.0,United Kingdom
1041,13730.0,United Kingdom
1042,13731.0,United Kingdom
1043,13732.0,United Kingdom
1044,13735.0,United Kingdom
1045,13736.0,United Kingdom
1046,13737.0,United Kingdom
1047,13739.0,United Kingdom
1048,13740.0,United Kingdom
1049,13741.0,United Kingdom
1050,13742.0,United Kingdom
1051,13743.0,United Kingdom
1052,13744.0,United Kingdom
1053,13745.0,United Kingdom
1054,13747.0,United Kingdom
1055,13748.0,United Kingdom
1056,13750.0,United Kingdom
1057,13751.0,United Kingdom
1058,13752.0,United Kingdom
1059,13753.0,United Kingdom
1060,13754.0,United Kingdom
1061,13755.0,United Kingdom
1062,13756.0,United Kingdom
1063,13758.0,United Kingdom
1064,13759.0,United Kingdom
1065,13760.0,United Kingdom
1066,13761.0,United Kingdom
1067,13762.0,United Kingdom
1068,13763.0,United Kingdom
1069,13764.0,United Kingdom
1070,13767.0,United Kingdom
1071,13769.0,United Kingdom
1072,13771.0,United Kingdom
1073,13772.0,United Kingdom
1074,13774.0,United Kingdom
1075,13777.0,United Kingdom
1076,13778.0,United Kingdom
